Region,Scenario,Variable,Unit,2000,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Notes
R5REF,MESSAGE - RCP 8.5,Sulfur emissions - Forest burning,TgSO2/yr,0.439,0.439,0.439,0.438,0.437,0.436,0.435,0.435,0.434,0.433,0.432,0.431,1) MESSAGE data only reported for main tropical regions based on RETRO
World,MESSAGE - RCP 8.5,Sulfur emissions - Forest burning,TgSO2/yr,2.257,2.172,2.092,2.025,1.935,1.796,1.663,1.527,1.391,1.256,1.124,1.007,1) MESSAGE data only reported for main tropical regions based on RETRO
R5ASIA,MESSAGE - RCP 8.5,Black carbon emissions - Total,Tg/yr,3.024,3.298,3.428,3.578,3.258,2.535,2.216,1.907,1.676,1.548,1.400,1.271,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,MESSAGE - RCP 8.5,Black carbon emissions - Total,Tg/yr,0.927,0.906,0.824,0.760,0.701,0.663,0.590,0.509,0.451,0.394,0.337,0.303,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,MESSAGE - RCP 8.5,Black carbon emissions - Total,Tg/yr,1.856,1.970,2.025,2.076,2.066,2.044,2.040,1.998,1.979,1.977,1.963,1.960,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,MESSAGE - RCP 8.5,Black carbon emissions - Total,Tg/yr,1.186,1.040,0.810,0.487,0.371,0.340,0.314,0.298,0.286,0.276,0.267,0.263,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,MESSAGE - RCP 8.5,Black carbon emissions - Total,Tg/yr,0.645,0.567,0.514,0.397,0.350,0.313,0.290,0.277,0.262,0.248,0.240,0.236,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,MESSAGE - RCP 8.5,Black carbon emissions - Total,Tg/yr,7.774,7.927,7.758,7.468,6.925,6.080,5.641,5.186,4.855,4.651,4.416,4.250,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.337,0.324,0.325,0.336,0.357,0.311,0.235,0.168,0.134,0.108,0.090,0.077,
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.211,0.202,0.151,0.107,0.098,0.107,0.105,0.096,0.086,0.071,0.055,0.044,
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.137,0.144,0.161,0.140,0.117,0.084,0.070,0.055,0.056,0.054,0.046,0.046,
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.569,0.504,0.352,0.122,0.070,0.067,0.061,0.057,0.052,0.046,0.041,0.039,
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - Surface Transportation,Tg/yr,0.086,0.073,0.062,0.061,0.067,0.065,0.056,0.048,0.036,0.024,0.017,0.014,
World,MESSAGE - RCP 8.5,Black Carbon emissions - Surface Transportation,Tg/yr,1.341,1.248,1.050,0.767,0.710,0.635,0.528,0.424,0.363,0.303,0.248,0.219,
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
World,MESSAGE - RCP 8.5,Black Carbon emissions - International Shipping,Tg/yr,0.131,0.141,0.150,0.162,0.170,0.176,0.178,0.184,0.185,0.190,0.190,0.195,
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
World,MESSAGE - RCP 8.5,Black Carbon emissions - Aviation,Tg/yr,0.005,0.006,0.006,0.008,0.009,0.010,0.012,0.014,0.016,0.018,0.020,0.021,
R5ASIA,MESSAGE - RCP 8.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.022,0.022,0.021,0.027,0.043,0.034,0.023,0.011,0.011,0.015,0.018,0.018,
R5LAM,MESSAGE - RCP 8.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.005,0.004,0.002,0.006,0.011,0.011,0.007,0.003,0.002,0.002,0.002,0.002,
R5MAF,MESSAGE - RCP 8.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.005,0.005,0.004,0.005,0.004,0.002,0.001,0.002,0.003,0.005,0.008,0.008,
R5OECD,MESSAGE - RCP 8.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.014,0.013,0.010,0.010,0.009,0.007,0.003,0.002,0.002,0.001,0.001,0.001,
R5REF,MESSAGE - RCP 8.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.008,0.007,0.006,0.006,0.005,0.003,0.001,0.001,0.001,0.001,0.001,0.001,
World,MESSAGE - RCP 8.5,"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.054,0.051,0.044,0.054,0.072,0.057,0.036,0.020,0.018,0.024,0.028,0.030,
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,MESSAGE - RCP 8.5,Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,MESSAGE - RCP 8.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.013,0.014,0.014,0.013,0.012,0.011,0.010,0.008,0.006,0.005,0.004,
R5LAM,MESSAGE - RCP 8.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.002,0.002,0.001,0.001,
R5MAF,MESSAGE - RCP 8.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.008,0.010,0.010,0.009,0.008,0.007,0.006,0.005,0.004,0.003,0.003,
R5OECD,MESSAGE - RCP 8.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.006,0.005,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.000,
R5REF,MESSAGE - RCP 8.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.000,
World,MESSAGE - RCP 8.5,"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.035,0.036,0.037,0.035,0.032,0.029,0.026,0.022,0.017,0.014,0.011,0.008,
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.953,1.154,1.306,1.393,1.319,0.876,0.783,0.674,0.566,0.523,0.442,0.380,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.117,0.116,0.102,0.082,0.063,0.060,0.037,0.027,0.021,0.018,0.015,0.013,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.091,0.097,0.104,0.153,0.183,0.215,0.224,0.221,0.197,0.184,0.171,0.158,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.254,0.199,0.159,0.096,0.061,0.039,0.027,0.018,0.013,0.009,0.007,0.005,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.083,0.068,0.067,0.058,0.031,0.012,0.007,0.005,0.003,0.003,0.002,0.002,1) MiniCAM includes emissions from charcoal production in Industry
World,MESSAGE - RCP 8.5,Black Carbon emissions - Industry (combustion & processing),Tg/yr,1.498,1.634,1.738,1.783,1.657,1.203,1.077,0.944,0.800,0.736,0.636,0.558,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - Residential and Commercial,Tg/yr,1.144,1.249,1.245,1.302,1.036,0.851,0.752,0.673,0.623,0.595,0.576,0.554,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - Residential and Commercial,Tg/yr,0.085,0.088,0.084,0.089,0.079,0.066,0.058,0.035,0.028,0.023,0.019,0.015,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - Residential and Commercial,Tg/yr,0.370,0.468,0.496,0.520,0.515,0.512,0.530,0.529,0.553,0.579,0.608,0.638,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - Residential and Commercial,Tg/yr,0.116,0.092,0.058,0.031,0.005,0.003,0.001,0.000,0.000,0.001,0.001,0.001,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - Residential and Commercial,Tg/yr,0.233,0.187,0.148,0.044,0.019,0.009,0.003,0.002,0.002,0.002,0.002,0.002,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,MESSAGE - RCP 8.5,Black Carbon emissions - Residential and Commercial,Tg/yr,1.949,2.084,2.031,1.986,1.656,1.441,1.345,1.239,1.207,1.199,1.204,1.209,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.068,0.071,0.074,0.081,0.085,0.079,0.073,0.064,0.060,0.058,0.056,0.055,1) MiniCAM currently does not explicitly model waste burning on fields
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.022,0.022,0.023,0.025,0.023,0.022,0.021,0.018,0.016,0.014,0.013,0.012,1) MiniCAM currently does not explicitly model waste burning on fields
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.023,0.026,0.028,0.033,0.036,0.039,0.040,0.036,0.034,0.033,0.032,0.032,1) MiniCAM currently does not explicitly model waste burning on fields
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.017,0.016,0.016,0.014,0.013,0.012,0.011,0.011,0.010,0.010,0.009,0.009,1) MiniCAM currently does not explicitly model waste burning on fields
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.016,0.014,0.013,0.011,0.009,0.007,0.006,0.005,0.005,0.004,0.004,0.004,1) MiniCAM currently does not explicitly model waste burning on fields
World,MESSAGE - RCP 8.5,Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.146,0.149,0.153,0.163,0.167,0.159,0.151,0.134,0.125,0.120,0.115,0.111,1) MiniCAM currently does not explicitly model waste burning on fields
R5ASIA,MESSAGE - RCP 8.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5LAM,MESSAGE - RCP 8.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5MAF,MESSAGE - RCP 8.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5OECD,MESSAGE - RCP 8.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5REF,MESSAGE - RCP 8.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
World,MESSAGE - RCP 8.5,"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - Grassland burning,Tg/yr,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - Grassland burning,Tg/yr,0.145,0.146,0.148,0.149,0.150,0.150,0.150,0.150,0.150,0.150,0.149,0.149,
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - Grassland burning,Tg/yr,1.108,1.108,1.108,1.101,1.092,1.080,1.069,1.059,1.050,1.046,1.033,1.024,
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - Grassland burning,Tg/yr,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.141,0.141,0.141,0.141,0.141,
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - Grassland burning,Tg/yr,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,
World,MESSAGE - RCP 8.5,Black Carbon emissions - Grassland burning,Tg/yr,1.486,1.488,1.489,1.483,1.475,1.463,1.452,1.441,1.433,1.428,1.414,1.404,
R5ASIA,MESSAGE - RCP 8.5,Black Carbon emissions - Forest burning,Tg/yr,0.459,0.437,0.415,0.398,0.378,0.343,0.312,0.280,0.248,0.216,0.186,0.157,
R5LAM,MESSAGE - RCP 8.5,Black Carbon emissions - Forest burning,Tg/yr,0.337,0.321,0.309,0.297,0.272,0.242,0.209,0.178,0.147,0.115,0.084,0.068,
R5MAF,MESSAGE - RCP 8.5,Black Carbon emissions - Forest burning,Tg/yr,0.114,0.114,0.114,0.115,0.110,0.104,0.098,0.090,0.080,0.071,0.062,0.053,
R5OECD,MESSAGE - RCP 8.5,Black Carbon emissions - Forest burning,Tg/yr,0.068,0.068,0.068,0.068,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,
R5REF,MESSAGE - RCP 8.5,Black Carbon emissions - Forest burning,Tg/yr,0.151,0.151,0.151,0.151,0.151,0.150,0.150,0.150,0.150,0.149,0.149,0.149,
World,MESSAGE - RCP 8.5,Black Carbon emissions - Forest burning,Tg/yr,1.129,1.092,1.058,1.029,0.978,0.907,0.836,0.764,0.691,0.618,0.548,0.494,
R5ASIA,MESSAGE - RCP 8.5,Organic carbon emissions - Total,Tg/yr,11.615,11.560,11.452,11.492,10.766,9.824,9.040,8.130,7.458,6.889,5.920,5.273,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,MESSAGE - RCP 8.5,Organic carbon emissions - Total,Tg/yr,5.094,5.037,4.815,4.716,4.379,4.077,3.595,3.094,2.727,2.390,2.057,1.851,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,MESSAGE - RCP 8.5,Organic carbon emissions - Total,Tg/yr,11.135,11.403,11.570,11.811,11.823,11.722,11.698,11.543,11.503,11.516,11.434,11.340,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,MESSAGE - RCP 8.5,Organic carbon emissions - Total,Tg/yr,3.249,3.075,2.789,2.454,2.293,2.236,2.183,2.143,2.126,2.110,2.098,2.039,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,MESSAGE - RCP 8.5,Organic carbon emissions - Total,Tg/yr,4.738,4.644,4.131,3.479,3.440,3.372,3.337,3.312,3.285,3.265,3.250,3.197,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,MESSAGE - RCP 8.5,Organic carbon emissions - Total,Tg/yr,35.969,35.869,34.915,34.123,32.882,31.417,30.041,28.416,27.295,26.371,24.960,23.906,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,MESSAGE - RCP 8.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.373,0.311,0.263,0.309,0.320,0.292,0.206,0.148,0.115,0.092,0.074,0.060,
R5LAM,MESSAGE - RCP 8.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.356,0.337,0.222,0.195,0.156,0.170,0.193,0.174,0.156,0.129,0.100,0.080,
R5MAF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.331,0.309,0.279,0.268,0.244,0.195,0.163,0.134,0.136,0.132,0.116,0.119,
R5OECD,MESSAGE - RCP 8.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.319,0.262,0.169,0.071,0.060,0.055,0.050,0.044,0.039,0.034,0.030,0.028,
R5REF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,0.071,0.062,0.054,0.055,0.061,0.063,0.055,0.047,0.036,0.024,0.016,0.012,
World,MESSAGE - RCP 8.5,Organic Carbon Emissions - Surface Transportation,Tg/yr,1.449,1.282,0.987,0.897,0.840,0.775,0.668,0.548,0.481,0.411,0.335,0.300,
R5ASIA,MESSAGE - RCP 8.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5LAM,MESSAGE - RCP 8.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5MAF,MESSAGE - RCP 8.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5OECD,MESSAGE - RCP 8.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5REF,MESSAGE - RCP 8.5,Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
World,MESSAGE - RCP 8.5,Organic Carbon Emissions - International Shipping,Tg/yr,0.140,0.150,0.160,0.172,0.181,0.187,0.189,0.196,0.196,0.202,0.202,0.208,
R5ASIA,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.091,0.098,0.111,0.195,0.226,0.198,0.132,0.053,0.040,0.054,0.060,0.053,
R5LAM,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.030,0.027,0.017,0.079,0.155,0.141,0.073,0.019,0.003,0.003,0.003,0.003,
R5MAF,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.040,0.050,0.060,0.062,0.051,0.025,0.013,0.014,0.011,0.015,0.019,0.020,
R5OECD,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.169,0.135,0.109,0.097,0.078,0.057,0.029,0.013,0.007,0.003,0.004,0.003,
R5REF,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.039,0.023,0.017,0.009,0.009,0.010,0.007,0.005,0.002,0.003,0.003,0.001,
World,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.368,0.334,0.314,0.443,0.518,0.430,0.254,0.103,0.063,0.078,0.088,0.080,
R5ASIA,MESSAGE - RCP 8.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,MESSAGE - RCP 8.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,MESSAGE - RCP 8.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,MESSAGE - RCP 8.5,Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.013,0.014,0.014,0.013,0.012,0.011,0.010,0.008,0.006,0.005,0.004,
R5LAM,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.002,0.002,0.001,0.001,
R5MAF,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.008,0.010,0.010,0.009,0.008,0.007,0.006,0.005,0.004,0.003,0.003,
R5OECD,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.011,0.010,0.008,0.005,0.004,0.003,0.002,0.002,0.001,0.001,0.001,
R5REF,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.009,0.008,0.008,0.008,0.007,0.007,0.006,0.004,0.003,0.002,0.002,0.001,
World,MESSAGE - RCP 8.5,"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.047,0.046,0.046,0.044,0.039,0.035,0.031,0.026,0.020,0.016,0.012,0.009,
R5ASIA,MESSAGE - RCP 8.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,1.452,1.449,1.770,1.906,1.683,1.377,1.276,1.096,1.003,0.985,0.509,0.452,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,MESSAGE - RCP 8.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.366,0.427,0.408,0.298,0.188,0.181,0.067,0.027,0.011,0.008,0.007,0.006,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.191,0.202,0.200,0.225,0.231,0.272,0.341,0.363,0.374,0.386,0.382,0.370,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,MESSAGE - RCP 8.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.182,0.148,0.110,0.054,0.030,0.019,0.012,0.008,0.006,0.004,0.003,0.003,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.062,0.066,0.071,0.078,0.073,0.027,0.020,0.016,0.013,0.010,0.008,0.007,1) MiniCAM includes emissions from charcoal production in Industry
World,MESSAGE - RCP 8.5,Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,2.253,2.292,2.558,2.560,2.205,1.876,1.717,1.510,1.406,1.394,0.910,0.837,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,MESSAGE - RCP 8.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,4.266,4.497,4.331,4.269,3.920,3.751,3.587,3.386,3.225,3.049,2.901,2.733,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,MESSAGE - RCP 8.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,0.312,0.337,0.345,0.408,0.364,0.331,0.295,0.193,0.153,0.121,0.096,0.076,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,1.487,1.745,1.923,2.176,2.316,2.370,2.453,2.470,2.573,2.682,2.796,2.916,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,MESSAGE - RCP 8.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,0.445,0.400,0.276,0.121,0.023,0.012,0.007,0.000,0.002,0.001,0.001,0.001,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,1.247,1.181,0.685,0.049,0.022,0.011,0.004,0.003,0.002,0.002,0.002,0.002,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,MESSAGE - RCP 8.5,Organic Carbon Emissions - Residential and Commercial,Tg/yr,7.756,8.160,7.559,7.023,6.645,6.473,6.346,6.052,5.955,5.854,5.796,5.727,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,MESSAGE - RCP 8.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.324,0.338,0.352,0.386,0.405,0.376,0.349,0.307,0.287,0.276,0.269,0.261,1) MiniCAM currently does not explicitly model waste burning on fields
R5LAM,MESSAGE - RCP 8.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.104,0.107,0.110,0.121,0.111,0.106,0.099,0.085,0.075,0.068,0.062,0.056,1) MiniCAM currently does not explicitly model waste burning on fields
R5MAF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.111,0.123,0.135,0.156,0.174,0.185,0.190,0.174,0.165,0.160,0.155,0.151,1) MiniCAM currently does not explicitly model waste burning on fields
R5OECD,MESSAGE - RCP 8.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.081,0.078,0.075,0.066,0.062,0.058,0.054,0.052,0.050,0.048,0.045,0.043,1) MiniCAM currently does not explicitly model waste burning on fields
R5REF,MESSAGE - RCP 8.5,Organic Carbon Emissions - Ag waste burning on fields,Tg/yr,0.078,0.069,0.061,0.051,0.045,0.034,0.029,0.025,0.022,0.021,0.020,0.019,1) MiniCAM currently does not explicitly model waste burning on fields
