Region,Scenario,Variable,Unit,2000,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Notes
World,IMAGE - RCP3-PD (2.6),HFC23 emissions - Total,kt/yr,10.395,10.812,9.522,1.152,0.691,0.413,0.246,0.138,0.073,0.037,0.000,0.000,
R5ASIA,IMAGE - RCP3-PD (2.6),HFC32 emissions - Total,kt/yr,0.867,3.035,4.893,16.710,25.772,34.555,34.679,40.334,45.687,47.095,43.762,37.056,
R5LAM,IMAGE - RCP3-PD (2.6),HFC32 emissions - Total,kt/yr,0.128,0.470,0.978,3.360,4.804,6.500,7.136,9.375,11.619,12.778,12.989,12.516,
R5MAF,IMAGE - RCP3-PD (2.6),HFC32 emissions - Total,kt/yr,0.080,0.369,0.832,3.043,3.866,5.109,6.258,9.413,13.208,16.189,18.088,18.862,
R5OECD,IMAGE - RCP3-PD (2.6),HFC32 emissions - Total,kt/yr,2.808,6.757,10.499,34.997,34.046,30.125,22.421,20.466,18.578,15.603,12.554,9.837,
R5REF,IMAGE - RCP3-PD (2.6),HFC32 emissions - Total,kt/yr,0.117,0.364,0.741,2.533,3.548,4.422,4.113,4.497,4.789,4.606,3.810,2.955,
World,IMAGE - RCP3-PD (2.6),HFC32 emissions - Total,kt/yr,4.000,10.993,17.942,60.642,72.035,80.712,74.608,84.086,93.880,96.271,91.204,81.227,
R5ASIA,IMAGE - RCP3-PD (2.6),HFC125 emissions - Total,kt/yr,1.413,3.025,6.823,25.656,36.736,47.303,46.841,54.327,61.388,63.065,58.938,50.895,
R5LAM,IMAGE - RCP3-PD (2.6),HFC125 emissions - Total,kt/yr,0.432,0.876,1.855,5.956,8.733,12.141,13.723,18.557,23.682,26.813,28.041,27.775,
R5MAF,IMAGE - RCP3-PD (2.6),HFC125 emissions - Total,kt/yr,0.680,1.383,2.845,8.668,10.785,13.949,16.717,24.585,33.717,40.383,44.064,44.853,
R5OECD,IMAGE - RCP3-PD (2.6),HFC125 emissions - Total,kt/yr,5.817,7.906,13.496,44.859,46.622,43.924,34.675,33.456,32.001,28.229,23.790,19.477,
R5REF,IMAGE - RCP3-PD (2.6),HFC125 emissions - Total,kt/yr,0.196,0.569,1.260,4.211,6.024,7.644,7.181,7.873,8.393,8.079,6.723,5.213,
World,IMAGE - RCP3-PD (2.6),HFC125 emissions - Total,kt/yr,8.538,13.759,26.279,89.349,108.899,124.961,119.137,138.797,159.182,166.569,161.556,148.214,
R5ASIA,IMAGE - RCP3-PD (2.6),HFC134a emissions - Total,kt/yr,9.010,16.398,24.675,34.341,49.821,65.785,67.079,79.382,91.460,96.053,91.756,81.106,
R5LAM,IMAGE - RCP3-PD (2.6),HFC134a emissions - Total,kt/yr,3.757,6.808,10.032,12.275,17.328,23.294,25.523,33.241,40.880,44.696,45.196,43.322,
R5MAF,IMAGE - RCP3-PD (2.6),HFC134a emissions - Total,kt/yr,3.937,7.491,11.441,13.379,16.542,21.507,26.022,38.400,52.801,63.521,69.698,71.378,
R5OECD,IMAGE - RCP3-PD (2.6),HFC134a emissions - Total,kt/yr,55.289,84.549,102.266,106.390,100.607,89.865,68.052,62.643,57.276,48.535,39.427,31.194,
R5REF,IMAGE - RCP3-PD (2.6),HFC134a emissions - Total,kt/yr,3.047,5.688,8.629,7.493,9.888,12.378,11.675,12.691,13.430,12.895,10.771,8.393,
World,IMAGE - RCP3-PD (2.6),HFC134a emissions - Total,kt/yr,75.039,120.933,157.043,173.879,194.186,212.829,198.351,226.357,255.846,265.700,256.848,235.393,
R5ASIA,IMAGE - RCP3-PD (2.6),HFC143a emissions - Total,kt/yr,1.037,2.824,5.838,19.425,26.880,33.364,31.752,35.275,38.036,37.122,32.788,26.598,
R5LAM,IMAGE - RCP3-PD (2.6),HFC143a emissions - Total,kt/yr,0.359,0.891,1.709,4.748,6.597,8.694,9.319,11.955,14.477,15.555,15.440,14.515,
R5MAF,IMAGE - RCP3-PD (2.6),HFC143a emissions - Total,kt/yr,0.450,1.198,2.264,6.134,7.419,9.308,10.796,15.324,20.226,23.232,24.217,23.441,
R5OECD,IMAGE - RCP3-PD (2.6),HFC143a emissions - Total,kt/yr,4.257,7.186,11.084,31.867,31.511,28.363,21.469,19.924,18.382,15.679,12.805,10.179,
R5REF,IMAGE - RCP3-PD (2.6),HFC143a emissions - Total,kt/yr,0.131,0.350,0.721,2.201,3.148,3.995,3.753,4.115,4.386,4.222,3.514,2.725,
World,IMAGE - RCP3-PD (2.6),HFC143a emissions - Total,kt/yr,6.234,12.448,21.616,64.374,75.555,83.724,77.089,86.593,95.507,95.810,88.763,77.457,
R5ASIA,IMAGE - RCP3-PD (2.6),HFC227ea emissions - Total,kt/yr,0.020,0.048,0.212,0.085,0.082,0.148,0.067,0.039,0.041,0.041,0.037,0.031,
R5LAM,IMAGE - RCP3-PD (2.6),HFC227ea emissions - Total,kt/yr,0.012,0.057,0.162,0.040,0.034,0.058,0.028,0.017,0.019,0.019,0.019,0.017,
R5MAF,IMAGE - RCP3-PD (2.6),HFC227ea emissions - Total,kt/yr,0.019,0.062,0.171,0.041,0.030,0.051,0.027,0.019,0.023,0.027,0.028,0.028,
R5OECD,IMAGE - RCP3-PD (2.6),HFC227ea emissions - Total,kt/yr,1.803,4.344,7.568,1.290,0.560,0.517,0.139,0.052,0.037,0.026,0.018,0.012,
R5REF,IMAGE - RCP3-PD (2.6),HFC227ea emissions - Total,kt/yr,0.097,0.380,0.867,0.151,0.090,0.112,0.035,0.015,0.011,0.008,0.005,0.003,
World,IMAGE - RCP3-PD (2.6),HFC227ea emissions - Total,kt/yr,1.951,4.890,8.979,1.608,0.795,0.886,0.296,0.142,0.132,0.120,0.107,0.091,
R5ASIA,IMAGE - RCP3-PD (2.6),HFC245fa emissions - Total,kt/yr,2.246,3.369,8.333,6.289,0.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5LAM,IMAGE - RCP3-PD (2.6),HFC245fa emissions - Total,kt/yr,0.336,0.504,1.141,0.699,0.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5MAF,IMAGE - RCP3-PD (2.6),HFC245fa emissions - Total,kt/yr,0.352,0.529,1.194,0.731,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5OECD,IMAGE - RCP3-PD (2.6),HFC245fa emissions - Total,kt/yr,14.690,22.036,39.298,23.887,2.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5REF,IMAGE - RCP3-PD (2.6),HFC245fa emissions - Total,kt/yr,0.301,0.452,1.087,0.716,0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
World,IMAGE - RCP3-PD (2.6),HFC245fa emissions - Total,kt/yr,17.926,26.889,51.053,32.321,3.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5ASIA,IMAGE - RCP3-PD (2.6),CF4 emissions - Total,ktons CF4 / yr,2.083,2.277,3.143,3.410,1.603,1.144,0.585,0.475,0.461,0.311,0.252,0.237,
R5LAM,IMAGE - RCP3-PD (2.6),CF4 emissions - Total,ktons CF4 / yr,0.752,0.778,0.912,0.651,0.499,0.414,0.224,0.189,0.189,0.128,0.108,0.095,
R5MAF,IMAGE - RCP3-PD (2.6),CF4 emissions - Total,ktons CF4 / yr,0.734,0.963,1.415,1.235,0.900,0.752,0.415,0.358,0.366,0.254,0.220,0.201,
R5OECD,IMAGE - RCP3-PD (2.6),CF4 emissions - Total,ktons CF4 / yr,6.596,6.315,8.153,6.085,3.106,2.253,1.144,0.919,0.882,0.583,0.471,0.425,
R5REF,IMAGE - RCP3-PD (2.6),CF4 emissions - Total,ktons CF4 / yr,1.835,1.274,1.294,0.837,0.587,0.489,0.270,0.234,0.240,0.168,0.145,0.134,
World,IMAGE - RCP3-PD (2.6),CF4 emissions - Total,ktons CF4 / yr,12.000,11.606,14.917,12.217,6.695,5.052,2.639,2.176,2.138,1.444,1.196,1.092,
R5ASIA,IMAGE - RCP3-PD (2.6),C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5LAM,IMAGE - RCP3-PD (2.6),C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5MAF,IMAGE - RCP3-PD (2.6),C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5OECD,IMAGE - RCP3-PD (2.6),C6F14 emissions - Total,ktons C6F14 / yr,0.409,0.384,0.411,0.163,0.099,0.099,0.096,0.095,0.094,0.091,0.086,0.078,
R5REF,IMAGE - RCP3-PD (2.6),C6F14 emissions - Total,ktons C6F14 / yr,0.053,0.052,0.056,0.022,0.013,0.013,0.013,0.013,0.013,0.012,0.012,0.011,
World,IMAGE - RCP3-PD (2.6),C6F14 emissions - Total,ktons C6F14 / yr,0.462,0.436,0.467,0.184,0.112,0.113,0.109,0.107,0.107,0.103,0.097,0.089,
R5ASIA,IMAGE - RCP3-PD (2.6),C2F6 emissions - Total,kton C2F6 / yr,0.821,0.964,1.924,2.676,0.885,0.483,0.198,0.126,0.092,0.047,0.021,0.019,
R5LAM,IMAGE - RCP3-PD (2.6),C2F6 emissions - Total,kton C2F6 / yr,0.016,0.016,0.021,0.018,0.016,0.016,0.010,0.010,0.011,0.008,0.008,0.008,
R5MAF,IMAGE - RCP3-PD (2.6),C2F6 emissions - Total,kton C2F6 / yr,0.046,0.066,0.101,0.104,0.060,0.049,0.028,0.025,0.026,0.019,0.016,0.016,
R5OECD,IMAGE - RCP3-PD (2.6),C2F6 emissions - Total,kton C2F6 / yr,1.399,1.532,2.787,2.514,0.879,0.504,0.216,0.146,0.115,0.065,0.037,0.033,
R5REF,IMAGE - RCP3-PD (2.6),C2F6 emissions - Total,kton C2F6 / yr,0.093,0.072,0.092,0.087,0.046,0.036,0.020,0.017,0.018,0.013,0.011,0.011,
World,IMAGE - RCP3-PD (2.6),C2F6 emissions - Total,kton C2F6 / yr,2.375,2.650,4.924,5.398,1.886,1.088,0.471,0.323,0.261,0.151,0.092,0.086,
R5ASIA,IMAGE - RCP3-PD (2.6),SF6 emissions - Total,Gg/yr,1.227,1.812,2.107,0.898,0.959,0.825,0.299,0.245,0.215,0.168,0.098,0.023,
R5LAM,IMAGE - RCP3-PD (2.6),SF6 emissions - Total,Gg/yr,0.231,0.276,0.328,0.171,0.173,0.162,0.058,0.044,0.035,0.024,0.013,0.003,
R5MAF,IMAGE - RCP3-PD (2.6),SF6 emissions - Total,Gg/yr,0.208,0.238,0.289,0.125,0.107,0.094,0.041,0.039,0.038,0.033,0.023,0.006,
R5OECD,IMAGE - RCP3-PD (2.6),SF6 emissions - Total,Gg/yr,3.388,3.422,3.383,0.880,0.594,0.396,0.196,0.142,0.110,0.077,0.043,0.010,
R5REF,IMAGE - RCP3-PD (2.6),SF6 emissions - Total,Gg/yr,0.486,0.594,0.517,0.171,0.120,0.091,0.039,0.028,0.021,0.015,0.008,0.002,
World,IMAGE - RCP3-PD (2.6),SF6 emissions - Total,Gg/yr,5.538,6.341,6.623,2.244,1.952,1.568,0.632,0.499,0.418,0.316,0.185,0.044,
World,IMAGE - RCP3-PD (2.6),ODS emissions - CFC-11,kt,99.227,49.490,42.976,30.725,21.966,15.704,11.227,8.027,5.739,4.103,2.933,2.097,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - CFC-12,kt,140.712,51.552,36.906,15.181,6.245,2.569,1.057,0.435,0.179,0.074,0.030,0.012,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - CFC-13,kt,17.777,0.854,0.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - CFC-114,kt,0.567,0.227,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - CFC-115,kt,2.609,0.785,0.186,0.010,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - CCl4,kt,74.132,65.000,32.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - CH3CCl3,kt,18.584,10.874,7.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - HCFC-22,kt,229.638,283.408,346.378,329.743,170.458,47.485,11.796,2.930,0.728,0.181,0.045,0.011,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - HCFC-141b,kt,55.602,46.641,54.593,57.332,48.265,29.664,17.761,10.634,6.367,3.812,2.283,1.367,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - HCFC-142b,kt,26.296,26.458,36.801,18.867,9.424,4.563,1.982,0.861,0.374,0.162,0.071,0.031,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - Halon 1211,kt,8.834,7.518,5.230,2.531,1.225,0.593,0.287,0.139,0.067,0.033,0.016,0.008,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - Halon 1202,kt,0.328,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - Halon 1301,kt,2.295,1.920,1.521,0.911,0.545,0.326,0.195,0.117,0.070,0.042,0.025,0.015,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - Halon 2402,kt,0.562,0.314,0.175,0.055,0.017,0.005,0.002,0.001,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - CH3Br,kt,186.206,168.841,167.857,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,1) ODS emissions are reported at the global level only.
World,IMAGE - RCP3-PD (2.6),ODS emissions - CH3Cl,kt,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,1) ODS emissions are reported at the global level only.
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - Total,TgSO2/yr,32.359,38.415,45.236,44.019,30.051,17.508,12.520,10.094,8.660,6.353,4.113,3.542,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - Total,TgSO2/yr,7.917,6.885,6.941,6.350,5.872,5.703,4.961,3.933,2.131,1.107,1.070,0.953,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Total,TgSO2/yr,13.252,14.050,13.382,13.103,10.447,9.155,9.077,9.687,10.059,9.488,8.050,6.125,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - Total,TgSO2/yr,29.235,25.531,21.376,11.442,5.385,2.689,1.971,1.661,1.443,1.291,1.235,1.177,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Total,TgSO2/yr,13.656,14.720,13.161,7.822,3.968,2.829,1.948,1.382,0.868,0.800,0.758,0.736,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - Total,TgSO2/yr,107.500,109.907,107.903,85.621,57.799,39.320,31.147,27.397,23.730,19.508,15.650,12.910,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - SurfaceTransportation,TgSO2/yr,1.328,1.167,1.474,1.075,0.517,0.649,0.754,0.378,0.101,0.041,0.036,0.023,
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.673,0.337,0.347,0.148,0.085,0.099,0.114,0.067,0.014,0.001,0.000,0.000,
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.825,0.640,0.668,0.358,0.253,0.302,0.396,0.330,0.120,0.021,0.012,0.010,
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - SurfaceTransportation,TgSO2/yr,1.111,0.651,0.644,0.672,0.428,0.292,0.165,0.072,0.016,0.001,0.000,0.002,
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.359,0.294,0.322,0.368,0.184,0.114,0.070,0.034,0.007,0.001,0.000,0.000,
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - SurfaceTransportation,TgSO2/yr,4.296,3.089,3.456,2.621,1.467,1.457,1.499,0.880,0.258,0.065,0.049,0.034,
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - International Shipping,TgSO2/yr,11.086,10.311,7.810,2.891,2.080,1.440,0.672,0.642,0.571,0.471,0.425,0.377,
R5ASIA,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,16.879,21.186,25.570,23.279,14.445,7.003,3.568,2.157,1.958,1.199,0.413,0.248,
R5LAM,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,3.531,2.892,2.472,1.713,1.116,0.769,0.564,0.358,0.225,0.128,0.112,0.092,
R5MAF,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,6.314,6.553,5.802,5.895,4.249,2.881,2.181,1.843,1.816,1.702,1.378,1.027,
R5OECD,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,17.858,15.461,12.346,5.108,2.290,0.630,0.304,0.202,0.147,0.096,0.068,0.047,
R5REF,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,8.277,9.720,8.483,3.486,0.801,0.254,0.118,0.094,0.053,0.037,0.027,0.021,
World,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,52.857,55.808,54.671,39.479,22.901,11.536,6.735,4.654,4.199,3.161,1.999,1.435,
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
R5LAM,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,
R5MAF,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,
R5OECD,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,
R5REF,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,
World,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - Industry (combustion & processing),TgSO2/yr,8.800,10.725,12.855,14.346,10.267,6.159,5.213,5.053,4.538,3.400,2.218,1.911,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - Industry (combustion & processing),TgSO2/yr,2.744,2.750,3.164,3.733,4.009,4.248,3.799,3.024,1.494,0.651,0.610,0.554,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Industry (combustion & processing),TgSO2/yr,3.950,4.363,4.566,4.377,3.579,3.705,4.203,5.219,6.011,5.899,4.995,3.567,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - Industry (combustion & processing),TgSO2/yr,8.487,7.687,6.911,4.710,2.078,1.304,1.071,0.957,0.879,0.810,0.773,0.758,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Industry (combustion & processing),TgSO2/yr,2.928,3.214,3.290,3.033,2.219,1.851,1.168,0.665,0.220,0.175,0.146,0.131,1) MiniCAM includes emissions from charcoal production in Industry
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - Industry (combustion & processing),TgSO2/yr,26.908,28.737,30.785,30.196,22.149,17.265,15.452,14.917,13.141,10.934,8.742,6.921,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - Residential and Commercial,TgSO2/yr,4.001,4.103,4.090,4.042,3.533,2.482,1.774,1.280,0.866,0.511,0.260,0.189,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - Residential and Commercial,TgSO2/yr,0.455,0.428,0.450,0.422,0.319,0.252,0.200,0.146,0.091,0.059,0.043,0.031,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Residential and Commercial,TgSO2/yr,0.888,0.973,0.976,0.956,0.922,1.011,1.049,1.015,0.871,0.654,0.482,0.343,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - Residential and Commercial,TgSO2/yr,1.423,1.393,1.136,0.613,0.231,0.121,0.097,0.080,0.064,0.050,0.041,0.036,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Residential and Commercial,TgSO2/yr,1.496,0.896,0.470,0.343,0.176,0.026,0.011,0.009,0.008,0.007,0.005,0.005,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - Residential and Commercial,TgSO2/yr,8.261,7.792,7.121,6.375,5.180,3.891,3.130,2.531,1.900,1.281,0.831,0.605,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.095,0.099,0.103,0.109,0.107,0.101,0.096,0.088,0.080,0.072,0.063,0.056,1) MiniCAM currently does not model sulfur from land-use sectors
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.030,0.033,0.035,0.042,0.032,0.019,0.018,0.018,0.017,0.016,0.015,0.014,1) MiniCAM currently does not model sulfur from land-use sectors
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.031,0.036,0.040,0.065,0.059,0.043,0.034,0.028,0.022,0.018,0.015,0.014,1) MiniCAM currently does not model sulfur from land-use sectors
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.025,0.025,0.026,0.025,0.025,0.022,0.022,0.021,0.020,0.019,0.018,0.017,1) MiniCAM currently does not model sulfur from land-use sectors
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.023,0.023,0.022,0.019,0.014,0.009,0.008,0.007,0.007,0.007,0.006,0.006,1) MiniCAM currently does not model sulfur from land-use sectors
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.204,0.216,0.226,0.261,0.237,0.195,0.178,0.161,0.147,0.132,0.117,0.107,1) MiniCAM currently does not model sulfur from land-use sectors
R5ASIA,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5LAM,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5MAF,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5OECD,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5REF,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
World,IMAGE - RCP3-PD (2.6),"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
