Region,Scenario,Variable,Unit,2000,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Notes
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - Grassland burning,TgSO2/yr,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.033,0.033,0.033,0.033,
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - Grassland burning,TgSO2/yr,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Grassland burning,TgSO2/yr,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - Grassland burning,TgSO2/yr,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Grassland burning,TgSO2/yr,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - Grassland burning,TgSO2/yr,1.584,1.584,1.584,1.584,1.584,1.584,1.584,1.584,1.584,1.584,1.584,1.584,
R5ASIA,IMAGE - RCP3-PD (2.6),Sulfur emissions - Forest burning,TgSO2/yr,1.219,1.098,1.106,1.130,1.144,1.077,1.077,1.100,1.079,1.092,1.085,1.078,1) MESSAGE data only reported for main tropical regions based on RETRO
R5LAM,IMAGE - RCP3-PD (2.6),Sulfur emissions - Forest burning,TgSO2/yr,0.335,0.297,0.326,0.143,0.163,0.168,0.118,0.173,0.142,0.104,0.142,0.114,1) MESSAGE data only reported for main tropical regions based on RETRO
R5MAF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Forest burning,TgSO2/yr,0.119,0.361,0.205,0.328,0.260,0.089,0.089,0.127,0.094,0.071,0.044,0.040,1) MESSAGE data only reported for main tropical regions based on RETRO
R5OECD,IMAGE - RCP3-PD (2.6),Sulfur emissions - Forest burning,TgSO2/yr,0.143,0.125,0.125,0.125,0.145,0.130,0.125,0.139,0.128,0.126,0.144,0.128,1) MESSAGE data only reported for main tropical regions based on RETRO
R5REF,IMAGE - RCP3-PD (2.6),Sulfur emissions - Forest burning,TgSO2/yr,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,1) MESSAGE data only reported for main tropical regions based on RETRO
World,IMAGE - RCP3-PD (2.6),Sulfur emissions - Forest burning,TgSO2/yr,2.251,2.316,2.197,2.161,2.148,1.899,1.844,1.975,1.877,1.828,1.850,1.794,1) MESSAGE data only reported for main tropical regions based on RETRO
R5ASIA,IMAGE - RCP3-PD (2.6),Black carbon emissions - Total,Tg/yr,3.020,3.397,3.821,3.806,2.957,2.108,1.633,1.311,1.104,1.019,0.935,0.851,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,IMAGE - RCP3-PD (2.6),Black carbon emissions - Total,Tg/yr,0.926,0.912,0.989,0.806,0.708,0.667,0.557,0.528,0.456,0.399,0.425,0.389,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,IMAGE - RCP3-PD (2.6),Black carbon emissions - Total,Tg/yr,1.854,2.152,2.026,2.162,2.039,1.913,1.885,1.852,1.734,1.642,1.569,1.524,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,IMAGE - RCP3-PD (2.6),Black carbon emissions - Total,Tg/yr,1.184,1.183,1.208,1.078,0.793,0.623,0.528,0.434,0.355,0.322,0.329,0.312,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,IMAGE - RCP3-PD (2.6),Black carbon emissions - Total,Tg/yr,0.643,0.622,0.598,0.566,0.432,0.353,0.312,0.282,0.270,0.264,0.260,0.258,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,IMAGE - RCP3-PD (2.6),Black carbon emissions - Total,Tg/yr,7.763,8.463,8.800,8.508,7.016,5.718,4.940,4.430,3.943,3.674,3.545,3.358,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Surface Transportation,Tg/yr,0.337,0.431,0.541,0.684,0.547,0.498,0.384,0.180,0.062,0.042,0.041,0.024,
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Surface Transportation,Tg/yr,0.211,0.232,0.270,0.277,0.197,0.175,0.132,0.056,0.015,0.001,0.000,0.000,
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Surface Transportation,Tg/yr,0.137,0.166,0.188,0.196,0.146,0.134,0.130,0.100,0.048,0.010,0.001,0.001,
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Surface Transportation,Tg/yr,0.569,0.595,0.628,0.597,0.386,0.276,0.202,0.100,0.028,0.002,0.001,0.005,
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Surface Transportation,Tg/yr,0.086,0.111,0.129,0.139,0.088,0.062,0.038,0.015,0.004,0.000,0.000,0.000,
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Surface Transportation,Tg/yr,1.340,1.535,1.757,1.893,1.363,1.145,0.886,0.451,0.156,0.055,0.043,0.030,
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - International Shipping,Tg/yr,0.131,0.191,0.151,0.078,0.072,0.042,0.015,0.013,0.014,0.016,0.015,0.013,
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Aviation,Tg/yr,,,,,,,,,,,,,
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Aviation,Tg/yr,0.005,0.006,0.007,0.011,0.014,0.012,0.010,0.009,0.009,0.012,0.012,0.011,
R5ASIA,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.022,0.029,0.039,0.044,0.036,0.021,0.010,0.003,0.002,0.002,0.001,0.001,
R5LAM,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.005,0.005,0.005,0.005,0.003,0.002,0.002,0.001,0.001,0.000,0.000,0.000,
R5MAF,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.005,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,
R5OECD,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.014,0.014,0.011,0.008,0.005,0.002,0.001,0.001,0.000,0.000,0.000,0.000,
R5REF,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.008,0.010,0.010,0.007,0.003,0.001,0.001,0.000,0.000,0.000,0.000,0.000,
World,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.054,0.061,0.067,0.066,0.050,0.028,0.015,0.007,0.004,0.004,0.003,0.004,
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,
R5LAM,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
R5MAF,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,
R5OECD,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,
R5REF,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,
World,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.952,1.224,1.463,1.301,0.734,0.256,0.101,0.065,0.069,0.065,0.054,0.038,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.117,0.110,0.116,0.093,0.058,0.035,0.020,0.015,0.015,0.014,0.012,0.010,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.091,0.096,0.099,0.084,0.051,0.037,0.030,0.028,0.035,0.045,0.050,0.046,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.253,0.236,0.231,0.145,0.065,0.028,0.020,0.020,0.022,0.021,0.018,0.014,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Industry (combustion & processing),Tg/yr,0.083,0.085,0.082,0.056,0.017,0.008,0.005,0.005,0.005,0.005,0.004,0.004,1) MiniCAM includes emissions from charcoal production in Industry
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Industry (combustion & processing),Tg/yr,1.496,1.752,1.990,1.679,0.926,0.364,0.177,0.133,0.146,0.150,0.137,0.111,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Residential and Commercial,Tg/yr,1.143,1.251,1.305,1.273,1.123,0.888,0.701,0.609,0.545,0.476,0.418,0.379,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Residential and Commercial,Tg/yr,0.085,0.088,0.089,0.095,0.101,0.110,0.109,0.109,0.108,0.103,0.097,0.091,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Residential and Commercial,Tg/yr,0.370,0.395,0.395,0.398,0.426,0.506,0.495,0.462,0.427,0.389,0.349,0.312,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Residential and Commercial,Tg/yr,0.115,0.124,0.124,0.114,0.105,0.099,0.092,0.090,0.090,0.087,0.084,0.081,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Residential and Commercial,Tg/yr,0.233,0.182,0.145,0.133,0.097,0.058,0.046,0.040,0.039,0.037,0.034,0.033,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Residential and Commercial,Tg/yr,1.947,2.040,2.059,2.013,1.853,1.662,1.443,1.310,1.209,1.092,0.980,0.896,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.068,0.072,0.076,0.082,0.082,0.077,0.069,0.062,0.056,0.051,0.044,0.039,1) MiniCAM currently does not explicitly model waste burning on fields
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.022,0.024,0.026,0.033,0.025,0.016,0.016,0.016,0.016,0.015,0.015,0.014,1) MiniCAM currently does not explicitly model waste burning on fields
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.023,0.026,0.030,0.051,0.048,0.036,0.029,0.024,0.020,0.016,0.014,0.014,1) MiniCAM currently does not explicitly model waste burning on fields
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.018,0.018,0.019,0.019,0.019,0.017,0.017,0.017,0.016,0.016,0.015,0.014,1) MiniCAM currently does not explicitly model waste burning on fields
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.016,0.017,0.016,0.014,0.010,0.007,0.006,0.006,0.006,0.005,0.005,0.005,1) MiniCAM currently does not explicitly model waste burning on fields
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Ag waste burning on fields,Tg/yr,0.146,0.157,0.166,0.199,0.184,0.153,0.137,0.124,0.115,0.104,0.093,0.086,1) MiniCAM currently does not explicitly model waste burning on fields
R5ASIA,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5LAM,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5MAF,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5OECD,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5REF,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
World,IMAGE - RCP3-PD (2.6),"Black Carbon emissions - Agriculture (Animals, Rice, & Soil)",Tg/yr,,,,,,,,,,,,,1) No data availlable for this category
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Grassland burning,Tg/yr,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Grassland burning,Tg/yr,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Grassland burning,Tg/yr,1.105,1.105,1.105,1.106,1.106,1.106,1.106,1.106,1.106,1.106,1.106,1.106,
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Grassland burning,Tg/yr,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Grassland burning,Tg/yr,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Grassland burning,Tg/yr,1.480,1.480,1.480,1.480,1.480,1.480,1.480,1.480,1.480,1.480,1.480,1.480,
R5ASIA,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Forest burning,Tg/yr,0.459,0.350,0.358,0.382,0.396,0.329,0.330,0.352,0.332,0.344,0.337,0.331,
R5LAM,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Forest burning,Tg/yr,0.336,0.305,0.333,0.154,0.174,0.178,0.129,0.183,0.152,0.115,0.152,0.125,
R5MAF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Forest burning,Tg/yr,0.116,0.353,0.199,0.320,0.254,0.085,0.085,0.123,0.090,0.067,0.041,0.037,
R5OECD,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Forest burning,Tg/yr,0.067,0.048,0.047,0.047,0.064,0.052,0.047,0.060,0.050,0.048,0.064,0.050,
R5REF,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Forest burning,Tg/yr,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,
World,IMAGE - RCP3-PD (2.6),Black Carbon emissions - Forest burning,Tg/yr,1.128,1.205,1.088,1.053,1.038,0.795,0.741,0.868,0.774,0.725,0.744,0.692,
R5ASIA,IMAGE - RCP3-PD (2.6),Organic carbon emissions - Total,Tg/yr,11.594,11.671,12.466,12.801,11.824,9.840,8.609,7.992,7.344,6.993,6.537,6.187,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,IMAGE - RCP3-PD (2.6),Organic carbon emissions - Total,Tg/yr,5.083,4.781,5.102,3.768,3.821,3.690,3.061,3.324,3.039,2.703,2.955,2.702,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,IMAGE - RCP3-PD (2.6),Organic carbon emissions - Total,Tg/yr,11.126,13.162,12.020,13.120,12.643,11.589,11.474,11.545,11.033,10.611,10.191,9.972,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,IMAGE - RCP3-PD (2.6),Organic carbon emissions - Total,Tg/yr,3.237,3.131,3.170,3.124,3.208,2.910,2.745,2.847,2.673,2.614,2.810,2.592,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,IMAGE - RCP3-PD (2.6),Organic carbon emissions - Total,Tg/yr,4.711,4.722,4.702,4.700,4.432,4.175,4.068,3.990,3.958,3.923,3.877,3.850,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,IMAGE - RCP3-PD (2.6),Organic carbon emissions - Total,Tg/yr,35.889,37.667,37.621,37.603,36.030,32.262,29.973,29.708,28.062,26.871,26.398,25.332,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Surface Transportation,Tg/yr,0.372,0.478,0.609,0.830,0.884,0.763,0.421,0.144,0.065,0.056,0.052,0.036,
R5LAM,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Surface Transportation,Tg/yr,0.355,0.369,0.430,0.491,0.472,0.388,0.205,0.059,0.018,0.002,0.000,0.000,
R5MAF,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Surface Transportation,Tg/yr,0.331,0.385,0.428,0.435,0.357,0.286,0.189,0.099,0.058,0.031,0.026,0.023,
R5OECD,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Surface Transportation,Tg/yr,0.319,0.326,0.344,0.330,0.236,0.172,0.115,0.059,0.023,0.004,0.002,0.006,
R5REF,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Surface Transportation,Tg/yr,0.070,0.091,0.108,0.123,0.074,0.045,0.023,0.008,0.003,0.000,0.000,0.000,
World,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Surface Transportation,Tg/yr,1.448,1.648,1.920,2.210,2.022,1.654,0.953,0.369,0.167,0.094,0.081,0.065,
R5ASIA,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5LAM,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5MAF,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5OECD,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
R5REF,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - International Shipping,Tg/yr,,,,,,,,,,,,,
World,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - International Shipping,Tg/yr,0.140,0.201,0.161,0.089,0.104,0.059,0.016,0.010,0.015,0.028,0.028,0.027,
R5ASIA,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.091,0.120,0.155,0.177,0.145,0.116,0.092,0.056,0.036,0.028,0.019,0.015,
R5LAM,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.030,0.034,0.036,0.035,0.026,0.026,0.025,0.016,0.008,0.005,0.006,0.006,
R5MAF,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.040,0.037,0.034,0.034,0.027,0.026,0.027,0.025,0.018,0.015,0.016,0.019,
R5OECD,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.169,0.149,0.143,0.124,0.088,0.070,0.059,0.034,0.013,0.007,0.006,0.005,
R5REF,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.039,0.043,0.039,0.027,0.012,0.007,0.005,0.005,0.003,0.001,0.001,0.001,
World,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Power Plants, Energy Conversion, Extraction, and Distribution",Tg/yr,0.368,0.384,0.406,0.398,0.298,0.245,0.208,0.136,0.078,0.056,0.047,0.047,
R5ASIA,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Solvents,Tg/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,
R5LAM,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,
R5MAF,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,
R5OECD,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,
R5REF,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,
World,IMAGE - RCP3-PD (2.6),"Organic Carbon Emissions - Waste (landfills, wastewater, non-energy incineration)",Tg/yr,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,
R5ASIA,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,1.451,1.816,2.113,1.925,1.223,0.538,0.229,0.126,0.123,0.122,0.109,0.088,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.366,0.336,0.343,0.287,0.216,0.140,0.069,0.039,0.039,0.038,0.032,0.024,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.191,0.193,0.202,0.178,0.138,0.104,0.068,0.051,0.059,0.076,0.086,0.084,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.182,0.184,0.189,0.161,0.115,0.069,0.049,0.043,0.044,0.042,0.037,0.029,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,0.062,0.077,0.072,0.048,0.022,0.012,0.009,0.008,0.008,0.007,0.007,0.006,1) MiniCAM includes emissions from charcoal production in Industry
World,IMAGE - RCP3-PD (2.6),Organic Carbon Emissions - Industry (combustion & processing),Tg/yr,2.251,2.606,2.920,2.599,1.713,0.863,0.425,0.266,0.274,0.284,0.271,0.231,1) MiniCAM includes emissions from charcoal production in Industry
