Region,Scenario,Variable,Unit,2000,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Notes
R5ASIA,MiniCAM - RCP 4.5,HFC125 emissions - Total,kt/yr,1.413,3.025,4.479,9.602,10.672,11.116,11.174,9.768,9.095,9.020,9.076,8.878,
R5LAM,MiniCAM - RCP 4.5,HFC125 emissions - Total,kt/yr,0.432,0.876,0.891,1.243,1.452,1.709,2.014,1.947,2.112,2.424,2.633,2.576,
R5MAF,MiniCAM - RCP 4.5,HFC125 emissions - Total,kt/yr,0.680,1.383,1.631,2.825,3.003,3.142,3.290,3.222,3.473,3.981,4.436,4.339,
R5OECD,MiniCAM - RCP 4.5,HFC125 emissions - Total,kt/yr,5.817,7.906,9.362,16.107,15.027,13.789,12.645,10.027,8.225,7.067,6.369,6.230,
R5REF,MiniCAM - RCP 4.5,HFC125 emissions - Total,kt/yr,0.196,0.569,0.763,1.505,1.609,1.624,1.588,1.257,1.086,1.045,1.006,0.984,
World,MiniCAM - RCP 4.5,HFC125 emissions - Total,kt/yr,8.538,13.759,17.127,31.282,31.762,31.380,30.710,26.222,23.990,23.536,23.521,23.006,
R5ASIA,MiniCAM - RCP 4.5,HFC134a emissions - Total,kt/yr,9.010,16.398,21.018,29.897,45.745,60.525,73.694,78.334,90.305,110.761,132.873,153.978,
R5LAM,MiniCAM - RCP 4.5,HFC134a emissions - Total,kt/yr,3.757,6.808,7.969,9.933,12.548,16.107,20.751,22.477,27.219,35.489,46.011,53.320,
R5MAF,MiniCAM - RCP 4.5,HFC134a emissions - Total,kt/yr,3.937,7.491,9.816,14.718,17.766,20.996,24.387,27.356,33.053,41.931,52.184,60.473,
R5OECD,MiniCAM - RCP 4.5,HFC134a emissions - Total,kt/yr,55.289,84.549,96.487,125.422,121.312,119.818,121.496,103.584,95.689,99.381,107.508,124.584,
R5REF,MiniCAM - RCP 4.5,HFC134a emissions - Total,kt/yr,3.047,5.688,7.442,9.466,10.905,11.983,12.644,11.692,11.786,13.055,14.428,16.720,
World,MiniCAM - RCP 4.5,HFC134a emissions - Total,kt/yr,75.039,120.933,142.731,189.436,208.276,229.429,252.971,243.443,258.053,300.616,353.004,409.075,
R5ASIA,MiniCAM - RCP 4.5,HFC143a emissions - Total,kt/yr,1.037,2.824,3.321,4.355,6.843,8.995,10.772,11.277,13.042,16.160,19.207,22.258,
R5LAM,MiniCAM - RCP 4.5,HFC143a emissions - Total,kt/yr,0.359,0.891,0.931,1.011,1.301,1.719,2.268,2.473,3.075,4.086,5.180,6.003,
R5MAF,MiniCAM - RCP 4.5,HFC143a emissions - Total,kt/yr,0.450,1.198,1.445,1.957,2.288,2.591,2.863,3.131,3.752,4.746,5.845,6.773,
R5OECD,MiniCAM - RCP 4.5,HFC143a emissions - Total,kt/yr,4.257,7.186,8.052,9.788,9.298,9.119,9.253,7.747,7.197,7.605,8.293,9.610,
R5REF,MiniCAM - RCP 4.5,HFC143a emissions - Total,kt/yr,0.131,0.350,0.414,0.555,0.729,0.868,0.963,0.911,0.980,1.192,1.404,1.628,
World,MiniCAM - RCP 4.5,HFC143a emissions - Total,kt/yr,6.234,12.448,14.163,17.666,20.459,23.292,26.118,25.539,28.046,33.790,39.928,46.270,
R5ASIA,MiniCAM - RCP 4.5,HFC227ea emissions - Total,kt/yr,0.020,0.048,0.115,0.024,0.018,0.026,0.012,0.006,0.005,0.005,0.005,0.005,
R5LAM,MiniCAM - RCP 4.5,HFC227ea emissions - Total,kt/yr,0.012,0.057,0.066,0.006,0.004,0.005,0.003,0.001,0.001,0.001,0.002,0.001,
R5MAF,MiniCAM - RCP 4.5,HFC227ea emissions - Total,kt/yr,0.019,0.062,0.092,0.012,0.007,0.010,0.005,0.002,0.002,0.002,0.003,0.002,
R5OECD,MiniCAM - RCP 4.5,HFC227ea emissions - Total,kt/yr,1.803,4.344,5.406,0.503,0.204,0.190,0.061,0.019,0.012,0.008,0.005,0.005,
R5REF,MiniCAM - RCP 4.5,HFC227ea emissions - Total,kt/yr,0.097,0.380,0.533,0.056,0.026,0.026,0.009,0.003,0.002,0.001,0.001,0.001,
World,MiniCAM - RCP 4.5,HFC227ea emissions - Total,kt/yr,1.951,4.890,6.212,0.600,0.259,0.257,0.089,0.031,0.022,0.018,0.016,0.014,
R5ASIA,MiniCAM - RCP 4.5,HFC245fa emissions - Total,kt/yr,2.246,3.369,7.491,15.735,18.713,20.756,21.863,20.295,19.379,19.114,19.843,20.285,
R5LAM,MiniCAM - RCP 4.5,HFC245fa emissions - Total,kt/yr,0.336,0.504,0.977,1.923,2.153,2.429,2.753,2.874,2.999,3.126,3.474,3.551,
R5MAF,MiniCAM - RCP 4.5,HFC245fa emissions - Total,kt/yr,0.352,0.529,1.019,2.000,2.449,2.801,3.058,3.212,3.473,3.841,4.554,4.656,
R5OECD,MiniCAM - RCP 4.5,HFC245fa emissions - Total,kt/yr,14.690,22.036,38.279,70.766,70.851,69.338,66.227,58.490,53.722,51.921,51.895,53.052,
R5REF,MiniCAM - RCP 4.5,HFC245fa emissions - Total,kt/yr,0.301,0.452,0.830,1.587,1.600,1.592,1.564,1.404,1.305,1.269,1.315,1.344,
World,MiniCAM - RCP 4.5,HFC245fa emissions - Total,kt/yr,17.926,26.889,48.596,92.011,95.765,96.916,95.465,86.276,80.878,79.273,81.080,82.888,
R5ASIA,MiniCAM - RCP 4.5,CF4 emissions - Total,ktons CF4 / yr,2.083,2.277,1.967,1.381,1.498,1.586,1.649,1.526,1.431,1.360,1.357,1.461,
R5LAM,MiniCAM - RCP 4.5,CF4 emissions - Total,ktons CF4 / yr,0.752,0.778,0.735,0.626,0.737,0.882,1.066,1.273,1.464,1.632,1.916,2.064,
R5MAF,MiniCAM - RCP 4.5,CF4 emissions - Total,ktons CF4 / yr,0.734,0.963,0.970,0.978,1.236,1.493,1.744,2.079,2.448,2.852,3.509,3.779,
R5OECD,MiniCAM - RCP 4.5,CF4 emissions - Total,ktons CF4 / yr,6.596,6.315,5.838,4.798,4.314,4.023,3.953,3.275,2.876,2.794,2.884,3.106,
R5REF,MiniCAM - RCP 4.5,CF4 emissions - Total,ktons CF4 / yr,1.835,1.274,1.098,0.659,0.661,0.679,0.723,0.752,0.786,0.828,0.916,0.986,
World,MiniCAM - RCP 4.5,CF4 emissions - Total,ktons CF4 / yr,12.000,11.606,10.609,8.442,8.446,8.663,9.136,8.904,9.004,9.465,10.582,11.396,
R5ASIA,MiniCAM - RCP 4.5,C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5LAM,MiniCAM - RCP 4.5,C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5MAF,MiniCAM - RCP 4.5,C6F14 emissions - Total,ktons C6F14 / yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
R5OECD,MiniCAM - RCP 4.5,C6F14 emissions - Total,ktons C6F14 / yr,0.409,0.384,0.411,0.163,0.099,0.099,0.096,0.095,0.094,0.091,0.086,0.078,
R5REF,MiniCAM - RCP 4.5,C6F14 emissions - Total,ktons C6F14 / yr,0.053,0.052,0.056,0.022,0.013,0.013,0.013,0.013,0.013,0.012,0.012,0.011,
World,MiniCAM - RCP 4.5,C6F14 emissions - Total,ktons C6F14 / yr,0.462,0.436,0.467,0.184,0.112,0.113,0.109,0.107,0.107,0.103,0.097,0.089,
R5ASIA,MiniCAM - RCP 4.5,C2F6 emissions - Total,kton C2F6 / yr,0.821,0.964,0.833,0.572,0.764,0.941,1.103,1.178,1.209,1.198,1.281,1.339,
R5LAM,MiniCAM - RCP 4.5,C2F6 emissions - Total,kton C2F6 / yr,0.016,0.016,0.015,0.013,0.011,0.010,0.008,0.007,0.005,0.003,0.002,0.002,
R5MAF,MiniCAM - RCP 4.5,C2F6 emissions - Total,kton C2F6 / yr,0.046,0.066,0.055,0.034,0.038,0.039,0.040,0.037,0.033,0.029,0.026,0.027,
R5OECD,MiniCAM - RCP 4.5,C2F6 emissions - Total,kton C2F6 / yr,1.399,1.532,1.348,0.987,0.965,0.928,0.876,0.793,0.723,0.665,0.655,0.684,
R5REF,MiniCAM - RCP 4.5,C2F6 emissions - Total,kton C2F6 / yr,0.093,0.072,0.060,0.037,0.033,0.029,0.025,0.020,0.016,0.013,0.010,0.010,
World,MiniCAM - RCP 4.5,C2F6 emissions - Total,kton C2F6 / yr,2.375,2.650,2.310,1.643,1.810,1.946,2.051,2.035,1.987,1.908,1.973,2.062,
R5ASIA,MiniCAM - RCP 4.5,SF6 emissions - Total,Gg/yr,1.227,1.812,1.595,0.412,0.541,0.677,0.822,0.972,1.139,1.325,1.402,1.501,
R5LAM,MiniCAM - RCP 4.5,SF6 emissions - Total,Gg/yr,0.231,0.276,0.251,0.114,0.145,0.187,0.238,0.308,0.393,0.493,0.576,0.616,
R5MAF,MiniCAM - RCP 4.5,SF6 emissions - Total,Gg/yr,0.208,0.238,0.251,0.220,0.311,0.407,0.507,0.649,0.818,1.014,1.190,1.274,
R5OECD,MiniCAM - RCP 4.5,SF6 emissions - Total,Gg/yr,3.388,3.422,3.056,1.454,1.569,1.669,1.756,1.850,1.969,2.112,2.165,2.318,
R5REF,MiniCAM - RCP 4.5,SF6 emissions - Total,Gg/yr,0.486,0.594,0.503,0.303,0.345,0.397,0.458,0.515,0.577,0.643,0.678,0.726,
World,MiniCAM - RCP 4.5,SF6 emissions - Total,Gg/yr,5.538,6.341,5.655,2.503,2.911,3.337,3.782,4.293,4.895,5.587,6.011,6.434,
World,MiniCAM - RCP 4.5,ODS emissions - CFC-11,kt,99.227,49.490,42.976,30.725,21.966,15.704,11.227,8.027,5.739,4.103,2.933,2.097,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - CFC-12,kt,140.712,51.552,36.906,15.181,6.245,2.569,1.057,0.435,0.179,0.074,0.030,0.012,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - CFC-13,kt,17.777,0.854,0.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - CFC-114,kt,0.567,0.227,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - CFC-115,kt,2.609,0.785,0.186,0.010,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - CCl4,kt,74.132,65.000,32.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - CH3CCl3,kt,18.584,10.874,7.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - HCFC-22,kt,229.638,283.408,349.552,444.821,472.764,240.141,59.657,14.820,3.682,0.915,0.227,0.056,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - HCFC-141b,kt,55.602,46.641,54.598,57.463,58.080,44.431,26.602,15.928,9.537,5.710,3.419,2.047,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - HCFC-142b,kt,26.296,26.458,36.801,18.867,9.424,4.563,1.982,0.861,0.374,0.162,0.071,0.031,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - Halon 1211,kt,8.834,7.518,5.230,2.531,1.225,0.593,0.287,0.139,0.067,0.033,0.016,0.008,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - Halon 1202,kt,0.328,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - Halon 1301,kt,2.295,1.920,1.521,0.911,0.545,0.326,0.195,0.117,0.070,0.042,0.025,0.015,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - Halon 2402,kt,0.562,0.314,0.175,0.055,0.017,0.005,0.002,0.001,0.000,0.000,0.000,0.000,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - CH3Br,kt,186.206,168.841,167.857,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,155.925,1) ODS emissions are reported at the global level only.
World,MiniCAM - RCP 4.5,ODS emissions - CH3Cl,kt,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,3511.082,1) ODS emissions are reported at the global level only.
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - Total,TgSO2/yr,32.416,43.928,44.721,46.308,35.989,25.877,15.972,11.382,7.853,5.385,5.338,5.291,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - Total,TgSO2/yr,7.988,8.810,8.259,7.157,6.542,5.746,4.771,3.908,3.127,2.429,2.363,2.298,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - Total,TgSO2/yr,13.307,13.981,14.454,15.400,15.692,15.139,13.740,12.578,10.979,8.945,7.994,7.043,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - Total,TgSO2/yr,29.289,22.794,19.523,12.981,10.283,7.810,5.563,4.847,4.196,3.609,3.553,3.498,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - Total,TgSO2/yr,13.670,15.809,14.271,11.197,9.170,6.922,4.455,3.269,2.371,1.761,1.639,1.517,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,MiniCAM - RCP 4.5,Sulfur emissions - Total,TgSO2/yr,107.756,116.374,111.875,102.877,86.776,69.603,51.355,41.420,32.796,25.480,23.993,22.507,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,1.331,1.490,1.753,2.280,2.599,2.759,2.760,2.522,2.275,2.017,2.036,2.055,
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.675,0.786,0.768,0.733,0.722,0.689,0.634,0.538,0.462,0.407,0.427,0.447,
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.827,1.006,1.053,1.146,1.195,1.194,1.145,1.139,1.081,0.972,0.879,0.786,
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,1.113,0.957,0.832,0.581,0.504,0.440,0.391,0.363,0.333,0.299,0.284,0.269,
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,0.360,0.377,0.360,0.327,0.310,0.283,0.245,0.199,0.160,0.127,0.123,0.120,
World,MiniCAM - RCP 4.5,Sulfur emissions - SurfaceTransportation,TgSO2/yr,4.305,4.615,4.765,5.066,5.329,5.365,5.174,4.761,4.310,3.822,3.750,3.677,
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - International Shipping,TgSO2/yr,,,,,,,,,,,,,
World,MiniCAM - RCP 4.5,Sulfur emissions - International Shipping,TgSO2/yr,11.091,11.057,10.652,9.840,9.106,8.112,6.857,5.439,4.271,3.352,3.107,2.861,
R5ASIA,MiniCAM - RCP 4.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,16.912,26.820,27.084,27.613,20.642,13.689,6.754,4.089,2.179,1.021,1.100,1.179,
R5LAM,MiniCAM - RCP 4.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,3.551,3.592,3.147,2.258,1.787,1.271,0.710,0.653,0.622,0.615,0.681,0.747,
R5MAF,MiniCAM - RCP 4.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,6.358,8.218,8.028,7.648,7.156,6.229,4.867,4.046,3.132,2.124,1.788,1.451,
R5OECD,MiniCAM - RCP 4.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,17.896,14.275,11.821,6.913,4.910,3.040,1.304,1.047,0.813,0.601,0.578,0.556,
R5REF,MiniCAM - RCP 4.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,8.286,7.486,6.563,4.717,3.501,2.162,0.698,0.421,0.237,0.147,0.148,0.148,
World,MiniCAM - RCP 4.5,"Sulfur emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgSO2/yr,53.000,60.388,56.640,49.146,37.993,26.389,14.331,10.256,6.982,4.509,4.295,4.081,
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,MiniCAM - RCP 4.5,Sulfur emissions - Solvents,TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,MiniCAM - RCP 4.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.005,0.006,0.006,0.006,0.007,0.006,0.006,0.006,0.005,0.005,0.004,0.004,
R5LAM,MiniCAM - RCP 4.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,
R5MAF,MiniCAM - RCP 4.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.005,
R5OECD,MiniCAM - RCP 4.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.030,0.028,0.026,0.023,0.022,0.022,0.023,0.023,0.024,0.025,0.025,0.026,
R5REF,MiniCAM - RCP 4.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.012,0.011,0.010,0.008,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.004,
World,MiniCAM - RCP 4.5,"Sulfur emissions - Waste (landfills, wastewater, non-energy incineration)",TgSO2/yr,0.054,0.051,0.049,0.045,0.044,0.044,0.044,0.044,0.043,0.043,0.043,0.042,
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,8.812,9.536,9.927,10.709,8.496,6.349,4.266,3.035,2.044,1.293,1.230,1.166,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,2.791,3.489,3.492,3.500,3.381,3.152,2.812,2.169,1.566,1.002,0.864,0.726,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,3.956,2.512,3.024,4.047,4.715,5.085,5.159,4.996,4.610,4.002,3.618,3.234,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,8.498,5.936,5.365,4.224,3.678,3.199,2.787,2.449,2.164,1.932,1.902,1.871,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,2.930,5.845,5.369,4.419,3.759,3.031,2.233,1.563,1.047,0.686,0.580,0.474,1) MiniCAM includes emissions from charcoal production in Industry
World,MiniCAM - RCP 4.5,Sulfur emissions - Industry (combustion & processing),TgSO2/yr,26.985,27.316,27.176,26.897,24.027,20.813,17.255,14.211,11.431,8.914,8.193,7.472,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,4.007,4.733,4.959,5.411,3.944,2.771,1.894,1.461,1.098,0.806,0.726,0.647,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,0.458,0.436,0.436,0.434,0.423,0.408,0.391,0.328,0.264,0.197,0.182,0.167,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,0.891,1.059,1.203,1.492,1.578,1.577,1.491,1.322,1.099,0.823,0.679,0.536,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,1.425,1.272,1.152,0.911,0.843,0.772,0.698,0.617,0.531,0.439,0.445,0.450,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,1.497,1.533,1.403,1.144,0.995,0.835,0.666,0.476,0.320,0.198,0.186,0.174,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,MiniCAM - RCP 4.5,Sulfur emissions - Residential and Commercial,TgSO2/yr,8.278,9.033,9.152,9.392,7.782,6.365,5.140,4.204,3.312,2.463,2.218,1.973,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.095,0.102,0.108,0.119,0.117,0.108,0.092,0.077,0.067,0.061,0.060,0.058,1) MiniCAM currently does not model sulfur from land-use sectors
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.030,0.033,0.034,0.035,0.035,0.035,0.035,0.030,0.025,0.019,0.017,0.015,1) MiniCAM currently does not model sulfur from land-use sectors
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.031,0.036,0.039,0.044,0.048,0.050,0.051,0.050,0.048,0.045,0.042,0.039,1) MiniCAM currently does not model sulfur from land-use sectors
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.025,0.024,0.024,0.024,0.025,0.026,0.026,0.026,0.026,0.025,0.025,0.025,1) MiniCAM currently does not model sulfur from land-use sectors
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.023,0.020,0.021,0.022,0.022,0.020,0.018,0.015,0.013,0.009,0.008,0.007,1) MiniCAM currently does not model sulfur from land-use sectors
World,MiniCAM - RCP 4.5,Sulfur emissions - Ag waste burning on fields,TgSO2/yr,0.205,0.216,0.225,0.244,0.247,0.240,0.222,0.199,0.178,0.160,0.153,0.145,1) MiniCAM currently does not model sulfur from land-use sectors
R5ASIA,MiniCAM - RCP 4.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5LAM,MiniCAM - RCP 4.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5MAF,MiniCAM - RCP 4.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5OECD,MiniCAM - RCP 4.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5REF,MiniCAM - RCP 4.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
World,MiniCAM - RCP 4.5,"Sulfur emissions - Agriculture (Animals, Rice, & Soil)",TgSO2/yr,,,,,,,,,,,,,1) No data availlable for this category
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - Grassland burning,TgSO2/yr,0.034,0.032,0.031,0.028,0.026,0.025,0.024,0.024,0.024,0.024,0.024,0.024,
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - Grassland burning,TgSO2/yr,0.145,0.138,0.131,0.118,0.110,0.106,0.104,0.104,0.103,0.104,0.104,0.104,
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - Grassland burning,TgSO2/yr,1.122,1.031,1.000,0.939,0.912,0.895,0.888,0.886,0.886,0.887,0.888,0.890,
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - Grassland burning,TgSO2/yr,0.159,0.167,0.165,0.160,0.157,0.155,0.153,0.153,0.153,0.154,0.154,0.155,
R5REF,MiniCAM - RCP 4.5,Sulfur emissions - Grassland burning,TgSO2/yr,0.127,0.126,0.116,0.097,0.080,0.069,0.066,0.066,0.065,0.065,0.065,0.065,
World,MiniCAM - RCP 4.5,Sulfur emissions - Grassland burning,TgSO2/yr,1.586,1.493,1.443,1.343,1.286,1.250,1.235,1.232,1.232,1.233,1.235,1.237,
R5ASIA,MiniCAM - RCP 4.5,Sulfur emissions - Forest burning,TgSO2/yr,1.220,1.209,0.853,0.142,0.159,0.170,0.176,0.168,0.162,0.158,0.159,0.159,1) MESSAGE data only reported for main tropical regions based on RETRO
R5LAM,MiniCAM - RCP 4.5,Sulfur emissions - Forest burning,TgSO2/yr,0.336,0.334,0.248,0.076,0.080,0.082,0.083,0.083,0.083,0.083,0.085,0.088,1) MESSAGE data only reported for main tropical regions based on RETRO
R5MAF,MiniCAM - RCP 4.5,Sulfur emissions - Forest burning,TgSO2/yr,0.119,0.116,0.104,0.079,0.083,0.101,0.133,0.132,0.116,0.085,0.094,0.103,1) MESSAGE data only reported for main tropical regions based on RETRO
R5OECD,MiniCAM - RCP 4.5,Sulfur emissions - Forest burning,TgSO2/yr,0.143,0.135,0.138,0.144,0.144,0.156,0.181,0.169,0.153,0.134,0.139,0.145,1) MESSAGE data only reported for main tropical regions based on RETRO
